task_id,domain,model_tag,layer,head,seq_len,erank,stable_rank,energy_top1,energy_top5,diag_conc,mean_dist
TR01,travel,qwen3_8b,6,17,484,148.658,9.2534,0.1081,0.3348,0.2844,45.9582
TR01,travel,qwen3_8b,6,18,484,347.0192,4.0727,0.2455,0.3042,0.436,75.9412
TR01,travel,qwen3_8b,6,19,484,185.4739,2.4392,0.41,0.5035,0.3482,61.2862
TR01,travel,qwen3_8b,6,20,484,312.1835,40.7531,0.0245,0.0746,0.718,31.6301
TR01,travel,qwen3_8b,6,21,484,258.095,17.4331,0.0574,0.1472,0.5692,49.0149
TR01,travel,qwen3_8b,6,22,484,299.7029,15.3073,0.0653,0.1158,0.5558,53.7647
TR01,travel,qwen3_8b,6,23,484,369.6014,91.0842,0.011,0.0442,0.7889,18.9157
TR01,travel,qwen3_8b,6,24,484,181.4317,2.9609,0.3377,0.4403,0.366,73.9134
TR01,travel,qwen3_8b,6,25,484,188.2209,3.915,0.2554,0.4594,0.2306,96.6788
TR01,travel,qwen3_8b,6,26,484,324.539,6.9385,0.1441,0.2196,0.393,69.3113
TR01,travel,qwen3_8b,6,27,484,154.4983,2.4134,0.4143,0.5271,0.3172,81.6323
TR01,travel,qwen3_8b,6,28,484,313.0329,6.1811,0.1618,0.2662,0.3066,84.1027
TR01,travel,qwen3_8b,6,29,484,214.1418,3.4992,0.2858,0.4419,0.3447,84.9793
TR01,travel,qwen3_8b,6,30,484,238.7782,7.6877,0.1301,0.2882,0.3826,75.9837
TR01,travel,qwen3_8b,6,31,484,189.4087,2.5635,0.3901,0.4744,0.3027,113.5625
TR01,travel,qwen3_8b,7,0,484,133.7885,1.22,0.8197,0.8566,0.287,122.1527
TR01,travel,qwen3_8b,7,1,484,42.9186,1.1132,0.8983,0.954,0.0666,105.199
TR01,travel,qwen3_8b,7,2,484,299.1615,1.4054,0.7115,0.7352,0.2941,106.5552
TR01,travel,qwen3_8b,7,3,484,32.2434,1.0413,0.9604,0.987,0.0587,168.0777
TR01,travel,qwen3_8b,7,4,484,3.1176,1.0004,0.9996,0.9998,0.0194,239.989
TR01,travel,qwen3_8b,7,5,484,76.154,1.0451,0.9568,0.9666,0.0611,213.2137
TR01,travel,qwen3_8b,7,6,484,1.7634,1.0001,0.9999,1.0,0.0131,239.7102
TR01,travel,qwen3_8b,7,7,484,28.6983,1.0146,0.9856,0.9915,0.0407,231.6688
TR01,travel,qwen3_8b,7,8,484,59.2352,1.0771,0.9284,0.9478,0.1767,184.584
TR01,travel,qwen3_8b,7,9,484,19.2006,1.0269,0.9738,0.9823,0.0483,214.3967
TR01,travel,qwen3_8b,7,10,484,40.4281,1.0604,0.943,0.9614,0.1057,174.5118
TR01,travel,qwen3_8b,7,11,484,240.3909,1.1502,0.8694,0.8771,0.247,168.8227
TR01,travel,qwen3_8b,7,12,484,22.5692,1.0135,0.9867,0.9931,0.0736,201.9519
TR01,travel,qwen3_8b,7,13,484,164.0421,2.6562,0.3765,0.4511,0.4931,47.6622
TR01,travel,qwen3_8b,7,14,484,42.4713,1.0654,0.9386,0.9565,0.0746,123.0066
TR01,travel,qwen3_8b,7,15,484,73.9384,1.0822,0.9241,0.9412,0.2021,153.5784
TR01,travel,qwen3_8b,7,16,484,66.4318,1.0874,0.9196,0.9531,0.1653,173.5645
TR01,travel,qwen3_8b,7,17,484,69.4977,1.1203,0.8926,0.9334,0.2118,174.5316
TR01,travel,qwen3_8b,7,18,484,116.826,1.1777,0.8491,0.8739,0.2856,147.1027
TR01,travel,qwen3_8b,7,19,484,105.3318,1.1374,0.8792,0.8992,0.2401,151.4671
TR01,travel,qwen3_8b,7,20,484,138.5192,1.2185,0.8207,0.8458,0.1678,123.4153
TR01,travel,qwen3_8b,7,21,484,71.8962,1.1106,0.9004,0.9282,0.2088,144.5917
